model_label,model_key,sigma_m_cm2_g,r_s_kpc,rho_0_msun_pc3,t_cross_gyr,viable,n_checkpoints,final_ratio,final_t_gyr,init_ratio,skipped
M3,const_rdiss_1p05,0.46911727854354146,0.05999999999999997,10.0,inf,False,8,0.4237207961630133,0.053209578421817255,0.4136577988644415,no
M3,const_rdiss_1p05,0.46911727854354146,0.07135242690016323,10.0,0.043541822251123484,True,8,0.34949752319107913,0.05320876518876155,0.39548377502383614,no
M3,const_rdiss_1p05,0.46911727854354146,0.08485281374238567,10.0,0.026201663313355765,True,7,0.36393843615422555,0.02660335039464118,0.37856230193353224,no
M3,const_rdiss_1p05,0.46911727854354146,0.10090756983044573,10.0,0.005852631432256585,True,5,0.3585254326884947,0.006650809965870041,0.3629788702309376,no
M3,const_rdiss_1p05,0.46911727854354146,0.11999999999999998,10.0,0.0007491573761109292,True,3,0.34920927283901343,0.0013309587808366802,0.3487702684316665,no
M3,const_rdiss_1p05,0.6849213666863824,0.014999999999999996,10.0,inf,False,4,0.7126351588105803,0.0026609555240423278,0.5785603721296028,no
M3,const_rdiss_1p05,0.6849213666863824,0.01783810672504081,10.0,inf,False,4,0.6796660419894472,0.002661156702508295,0.558657415800948,no
M3,const_rdiss_1p05,0.6849213666863824,0.02121320343559642,10.0,inf,False,4,0.6640214453492828,0.0026601658506681274,0.5379682637603689,no
M3,const_rdiss_1p05,0.6849213666863824,0.025226892457611432,10.0,inf,False,4,0.6263212168153773,0.002660429801018215,0.5167685061023886,no
M3,const_rdiss_1p05,0.6849213666863824,0.029999999999999995,10.0,inf,False,4,0.5906583927948369,0.0026623385271469465,0.4953604991813157,no
M3,const_rdiss_1p05,0.6849213666863824,0.03567621345008163,10.0,inf,False,4,0.5561324933972144,0.002660628156637255,0.47405614661498824,no
M3,const_rdiss_1p05,0.6849213666863824,0.042426406871192826,10.0,inf,False,4,0.5225752119637295,0.0026626364417648607,0.45315878316353,no
M3,const_rdiss_1p05,0.6849213666863824,0.050453784915222843,10.0,inf,False,8,0.48736860504266116,0.053207192847953264,0.43294635835480116,no
M3,const_rdiss_1p05,0.6849213666863824,0.05999999999999997,10.0,inf,False,8,0.4167478388844662,0.05320313145638628,0.4136577988644415,no
M3,const_rdiss_1p05,0.6849213666863824,0.07135242690016323,10.0,inf,False,8,0.3790084988175576,0.053208633652620414,0.39548377502383614,no
M3,const_rdiss_1p05,0.6849213666863824,0.08485281374238567,10.0,0.0113391827269754,True,6,0.3558055829355323,0.01330188104836679,0.37856230193353224,no
M3,const_rdiss_1p05,0.6849213666863824,0.10090756983044573,10.0,0.007818774880299978,True,6,0.3586728522176162,0.013301619339614226,0.3629788702309376,no
M3,const_rdiss_1p05,0.6849213666863824,0.11999999999999998,10.0,0.00046508309244290796,True,2,0.3588197542421459,0.0006667974330743258,0.3487702684316665,no
M3,const_rdiss_1p05,1.0,0.014999999999999996,10.0,inf,False,4,0.7119219670826004,0.002660433071770507,0.5785603721296028,no
M3,const_rdiss_1p05,1.0,0.01783810672504081,10.0,inf,False,4,0.6787622100219862,0.0026620320899956736,0.558657415800948,no
M3,const_rdiss_1p05,1.0,0.02121320343559642,10.0,inf,False,4,0.6634900345417559,0.0026625191984195797,0.5379682637603689,no
M3,const_rdiss_1p05,1.0,0.025226892457611432,10.0,inf,False,4,0.6252779734368175,0.0026612244652642063,0.5167685061023886,no
M3,const_rdiss_1p05,1.0,0.029999999999999995,10.0,inf,False,4,0.5892284391432103,0.0026601372889960987,0.4953604991813157,no
M3,const_rdiss_1p05,1.0,0.03567621345008163,10.0,inf,False,4,0.5542427011488318,0.0026621635492980055,0.47405614661498824,no
M3,const_rdiss_1p05,1.0,0.042426406871192826,10.0,inf,False,4,0.5200886843405889,0.0026608655193003363,0.45315878316353,no
M3,const_rdiss_1p05,1.0,0.050453784915222843,10.0,inf,False,8,0.501105514353371,0.05320886210266185,0.43294635835480116,no
M3,const_rdiss_1p05,1.0,0.05999999999999997,10.0,inf,False,8,0.4172195089579912,0.05320348581990627,0.4136577988644415,no
M3,const_rdiss_1p05,1.0,0.07135242690016323,10.0,inf,False,8,0.38253530990383766,0.05320156671328754,0.39548377502383614,no
M3,const_rdiss_1p05,1.0,0.08485281374238567,10.0,0.010530328898729945,True,6,0.3600610561978599,0.01330064781752693,0.37856230193353224,no
M3,const_rdiss_1p05,1.0,0.10090756983044573,10.0,0.0029143379783116625,True,5,0.33769280399540896,0.006653837827635923,0.3629788702309376,no
M3,const_rdiss_1p05,1.0,0.11999999999999998,10.0,0.0002933999765887539,True,2,0.3479150846329387,0.0006655032187612346,0.3487702684316665,no
